,person,name,description,abstract,birthPlaceName,lat,long,birthDate
4137,http://dbpedia.org/resource/Kenneth_Ekornes,Kenneth Ekornes,"Kenneth Ekornes (born 7 July 1974 in Sykkylven, Norway) is a Norwegian jazz musician (percussion) and member of the 'Brazz Brothers', known from a number of recordings, as well as for his multiethnic musical expression and his creative use of electronics.","Kenneth Ekornes (born 7 July 1974 in Sykkylven, Norway) is a Norwegian jazz musician (percussion) and member of the 'Brazz Brothers', known from a number of recordings, as well as for his multiethnic musical expression and his creative use of electronics.",http://dbpedia.org/resource/Sykkylven,62.3756,6.64417,1974.0
4141,http://dbpedia.org/resource/Kenny_%22Blues_Boss%22_Wayne,"Kenny ""Blues Boss"" Wayne","Kenny ""Blues Boss"" Wayne (born Kenneth Wayne Spruell, November 13, 1944) is an American blues, boogie-woogie and jazz pianist, singer and songwriter. Music journalist, Jeff Johnson, writing in the Chicago Sun-Times stated, ""There's no boogie-woogie-blues piano man out there today who pounds the 88's with the conviction of Kenny ""Blues Boss"" Wayne.""","Kenny ""Blues Boss"" Wayne (born Kenneth Wayne Spruell, November 13, 1944) is an American blues, boogie-woogie and jazz pianist, singer and songwriter. Music journalist, Jeff Johnson, writing in the Chicago Sun-Times stated, ""There's no boogie-woogie-blues piano man out there today who pounds the 88's with the conviction of Kenny ""Blues Boss"" Wayne.""","Spokane, Washington, United States",47.6589,-117.425,1944.0
4142,http://dbpedia.org/resource/Kenneth_Ascher,Kenny Ascher,"Kenneth Lee Ascher (born October 26, 1944 in Washington, D.C.) is an American jazz pianist, composer, and arranger who is active in jazz, rock, classical, and musical theater genres — in live venues, recording studios, and cinema production. With Paul Williams, he wrote the song ""Rainbow Connection"" for The Muppet Movie. Both Williams and Ascher received Oscar nominations for the 1979 Academy Awards for Best Original Song (""Rainbow Connection"") and Best Original Score (The Muppet Movie Soundtrack). The song was also nominated for the Golden Globes for ""Best Original Song"" that same year.","Kenneth Lee Ascher (born October 26, 1944 in Washington, D.C.) is an American jazz pianist, composer, and arranger who is active in jazz, rock, classical, and musical theater genres — in live venues, recording studios, and cinema production. With Paul Williams, he wrote the song ""Rainbow Connection"" for The Muppet Movie. Both Williams and Ascher received Oscar nominations for the 1979 Academy Awards for Best Original Song (""Rainbow Connection"") and Best Original Score (The Muppet Movie Soundtrack). The song was also nominated for the Golden Globes for ""Best Original Song"" that same year.","http://dbpedia.org/resource/Washington,_D.C.",38.9047,-77.0164,1944.0
4143,http://dbpedia.org/resource/Kenny_Ball,Kenny Ball,"Kenneth Daniel Ball (22 May 1930 – 7 March 2013) was an English Jazz musician, best known as the bandleader, lead trumpet player and vocalist in Kenny Ball and his Jazzmen.","Kenneth Daniel Ball (22 May 1930 – 7 March 2013) was an English Jazz musician, best known as the bandleader, lead trumpet player and vocalist in Kenny Ball and his Jazzmen.","Ilford, Essex, England",51.5588,0.085459,1930.0
4144,http://dbpedia.org/resource/Kenny_Barron,Kenny Barron,"Kenny Barron (born June 9, 1943) is an American jazz pianist, who has appeared on hundreds of recordings as leader and sideman and is considered one of the most influential mainstream jazz pianists since the bebop era.","Kenny Barron (born June 9, 1943) is an American jazz pianist, who has appeared on hundreds of recordings as leader and sideman and is considered one of the most influential mainstream jazz pianists since the bebop era.","Philadelphia, Pennsylvania, United States",39.9528,-75.1636,1943.0
4145,http://dbpedia.org/resource/Kenny_Burrell,Kenny Burrell,"Kenneth Earl Burrell (born July 31, 1931) is an American jazz guitarist known for his work on the Blue Note label. His collaborations with Jimmy Smith produced the 1965 Billboard Top Twenty hit album Organ Grinder Swing. He has cited jazz guitarists Charlie Christian and Django Reinhardt as influences, along with blues guitarists T-Bone Walker and Muddy Waters. Furthermore, Jimi Hendrix and Stevie Ray Vaughan have cited Burrell as an influence. Burrell is a professor and Director of Jazz Studies at the UCLA Herb Alpert School of Music.","Kenneth Earl Burrell (born July 31, 1931) is an American jazz guitarist known for his work on the Blue Note label. His collaborations with Jimmy Smith produced the 1965 Billboard Top Twenty hit album Organ Grinder Swing. He has cited jazz guitarists Charlie Christian and Django Reinhardt as influences, along with blues guitarists T-Bone Walker and Muddy Waters. Furthermore, Jimi Hendrix and Stevie Ray Vaughan have cited Burrell as an influence. Burrell is a professor and Director of Jazz Studies at the UCLA Herb Alpert School of Music.","Detroit, Michigan, U.S.",42.3314,-83.0458,1931.0
4146,http://dbpedia.org/resource/Kenny_Clare,Kenny Clare,"Kenny Clare (8 June 1929 – 11 January 1985) was an English jazz drummer. He should not be confused with Kenny Clarke (also a jazz drummer), in whose band he played.","Kenny Clare (8 June 1929 – 11 January 1985) was an English jazz drummer. He should not be confused with Kenny Clarke (also a jazz drummer), in whose band he played.","Leytonstone, London",51.569,0.01,1929.0
4147,http://dbpedia.org/resource/Kenny_Dorham,Kenny Dorham,"McKinley Howard ""Kenny"" Dorham (August 30, 1924 – December 5, 1972) was an American jazz trumpeter, singer, and composer. Dorham's talent is frequently lauded by critics and other musicians, but he never received the kind of attention or public recognition from the jazz establishment that many of his peers did. For this reason, writer Gary Giddins said that Dorham's name has become ""virtually synonymous with underrated."" Dorham composed the jazz standard ""Blue Bossa"", which first appeared on Joe Henderson's album Page One.","McKinley Howard ""Kenny"" Dorham (August 30, 1924 – December 5, 1972) was an American jazz trumpeter, singer, and composer. Dorham's talent is frequently lauded by critics and other musicians, but he never received the kind of attention or public recognition from the jazz establishment that many of his peers did. For this reason, writer Gary Giddins said that Dorham's name has become ""virtually synonymous with underrated."" Dorham composed the jazz standard ""Blue Bossa"", which first appeared on Joe Henderson's album Page One.","Fairfield, Texas, U.S.",31.7219,-96.1581,1924.0
4148,http://dbpedia.org/resource/Kenny_Drew_Jr.,Kenny Drew Jr.,"Kenny Drew Jr. (June 14, 1958 – August 3, 2014) was an American jazz pianist. His music is known for its hard-swinging bluesy sound and large, two-handed rooty chords contrasting with fast runs. The son of jazz pianist Kenny Drew, he did not credit his father as an influence.","Kenny Drew Jr. (June 14, 1958 – August 3, 2014) was an American jazz pianist. His music is known for its hard-swinging bluesy sound and large, two-handed rooty chords contrasting with fast runs. The son of jazz pianist Kenny Drew, he did not credit his father as an influence.","New York City, New York, US",43.0,-75.0,1958.0
4150,http://dbpedia.org/resource/Kenny_Graham,Kenny Graham,"Kenny Graham, born Kenneth Thomas Skingle (19 July 1924–17 February 1997) was a British jazz saxophonist, arranger, composer and essayist, described as ""one of Britain's foremost jazz composers and arrangers"", and as ""a genuine, often overlooked pioneer of the modern jazz movement in Britain"".","Kenny Graham, born Kenneth Thomas Skingle (19 July 1924–17 February 1997) was a British jazz saxophonist, arranger, composer and essayist, described as ""one of Britain's foremost jazz composers and arrangers"", and as ""a genuine, often overlooked pioneer of the modern jazz movement in Britain"".",http://dbpedia.org/resource/London,51.5072,-0.1275,1924.0
4159,http://dbpedia.org/resource/Kenny_Wheeler,Kenny Wheeler,"Kenneth Vincent John Wheeler, OC (14 January 1930 – 18 September 2014) was a Canadian composer and trumpet and flugelhorn player, based in the U.K. from the 1950s onwards. Most of his performances were rooted in jazz, but he was also active in free improvisation and occasionally contributed to rock music recordings. Wheeler wrote over one hundred compositions and was a skilled arranger for small groups and large ensembles. Wheeler was the patron of the Royal Academy Junior Jazz course.","Kenneth Vincent John Wheeler, OC (14 January 1930 – 18 September 2014) was a Canadian composer and trumpet and flugelhorn player, based in the U.K. from the 1950s onwards. Most of his performances were rooted in jazz, but he was also active in free improvisation and occasionally contributed to rock music recordings. Wheeler wrote over one hundred compositions and was a skilled arranger for small groups and large ensembles. Wheeler was the patron of the Royal Academy Junior Jazz course.","Toronto, Ontario, Canada",43.7417,-79.3733,1930.0
4160,http://dbpedia.org/resource/Kent_Carter,Kent Carter,"Kent Carter (born June 14, 1939 in Hanover, New Hampshire) is an American jazz bassist. His father, Alan Carter, founded the Vermont Symphony Orchestra. He is also the grandson of American artist, Rockwell Kent. He worked in Steve Lacy's group, played on the two Jazz Composer's Orchestra albums and released albums for Emanem Records.","Kent Carter (born June 14, 1939 in Hanover, New Hampshire) is an American jazz bassist. His father, Alan Carter, founded the Vermont Symphony Orchestra. He is also the grandson of American artist, Rockwell Kent. He worked in Steve Lacy's group, played on the two Jazz Composer's Orchestra albums and released albums for Emanem Records.","http://dbpedia.org/resource/Hanover,_New_Hampshire",43.7022,-72.2894,1939.0
4161,http://dbpedia.org/resource/Kent_Kessler,Kent Kessler,"Kent Kessler (born January 28, 1957 in Crawfordsville, Indiana) is an American jazz double-bassist, best known for his work in the Chicago avant-garde jazz scene. Kessler, born in Crawfordsville, Indiana, grew up on Cape Cod and began playing trombone at age ten. He and his family moved to Chicago when he was 13, and a few years later Kessler became intensely interested in jazz. While attending St. Mary Center for Learning High School, he began taking lessons from Kestutis Stanciauskas (Streetdancer) in electric bass and jazz theory in the middle of the 1970s. In 1977 he formed the ensemble Neutrino Orchestra with percussionist Michael Zerang and guitarists  and . He spent three months in Brazil during 1980–81 and spent time studying intermittently at Roosevelt University in Chicago; he an","Kent Kessler (born January 28, 1957 in Crawfordsville, Indiana) is an American jazz double-bassist, best known for his work in the Chicago avant-garde jazz scene. Kessler, born in Crawfordsville, Indiana, grew up on Cape Cod and began playing trombone at age ten. He and his family moved to Chicago when he was 13, and a few years later Kessler became intensely interested in jazz. While attending St. Mary Center for Learning High School, he began taking lessons from Kestutis Stanciauskas (Streetdancer) in electric bass and jazz theory in the middle of the 1970s. In 1977 he formed the ensemble Neutrino Orchestra with percussionist Michael Zerang and guitarists  and . He spent three months in Brazil during 1980–81 and spent time studying intermittently at Roosevelt University in Chicago; he and Zerang also formed a group called Musica Menta, which played regularly at Link's Hall. Kessler began playing double bass in the 1980s and it became his primary instrument when he was asked in 1985 to join the NRG Ensemble, who toured Europe and recorded for ECM Records under the leadership of Hal Russell until his death in 1992. In 1991, he gigged with Zerang and guitarist Chris DeChiara; in need of a hornist, they called Ken Vandermark, who had been considering leaving the Chicago scene. Kessler and Vandermark would go on to collaborate extensively on free jazz and improvisational projects such as the Vandermark 5, the DKV Trio and the Steelwool Trio. In the 1990s and afterwards he worked with Chicago musicians such as Hamid Drake, Fred Anderson, and Joe McPhee, and also with European musicians such as Peter Brötzmann, Mats Gustafsson, Misha Mengelberg, and . In 2003, Kessler released a solo album, Bull Fiddle, on Okka Disk. Kessler performs alone on nine of the twelve tracks, and with Michael Zerang on three.","Crawfordsville, Indiana, U.S.",40.0389,-86.8967,1957.0
4162,http://dbpedia.org/resource/Kerrie_Biddell,Kerrie Biddell,"Kerrie Agnes Biddell (8 February 1947 – 5 September 2014) was an Australian jazz and session singer, as well as a pianist and vocal teacher.","Kerrie Agnes Biddell (8 February 1947 – 5 September 2014) was an Australian jazz and session singer, as well as a pianist and vocal teacher.","http://dbpedia.org/resource/Kings_Cross,_New_South_Wales",-33.8737,151.224,1947.0
4163,http://dbpedia.org/resource/Kesivan_Naidoo,Kesivan Dev Naidoo,"Kesivan Dev Naidoo (born 25 June 1979) is a South African drummer, who plays predominately jazz, electronica and world music.","Kesivan Dev Naidoo (born 25 June 1979) is a South African drummer, who plays predominately jazz, electronica and world music.",http://dbpedia.org/resource/South_Africa,-30.0,25.0,1979.0
4167,http://dbpedia.org/resource/Keter_Betts,Keter Betts,"William Thomas ""Keter"" Betts (July 22, 1928 – August 6, 2005) was an American jazz double bassist. Born in Port Chester, New York, he was nicknamed ""Keter"", a short form of the word mosquito.Graduated Chester Senior High in 1946 where he majored in music playing drums, tympani, tuba, glockenspiel,switching from drums to bass fiddle","William Thomas ""Keter"" Betts (July 22, 1928 – August 6, 2005) was an American jazz double bassist. Born in Port Chester, New York, he was nicknamed ""Keter"", a short form of the word mosquito.Graduated Chester Senior High in 1946 where he majored in music playing drums, tympani, tuba, glockenspiel,switching from drums to bass fiddle","http://dbpedia.org/resource/Port_Chester,_New_York",41.005,-73.6689,1928.0
4168,http://dbpedia.org/resource/Ketil_Gutvik,Ketil Gutvik,"Ketil Gutvik (born 4 July 1972 in Ålesund, Norway) is a Norwegian jazz musician (guitar) known on the Oslo's jazz scene since 1992.","Ketil Gutvik (born 4 July 1972 in Ålesund, Norway) is a Norwegian jazz musician (guitar) known on the Oslo's jazz scene since 1992.",http://dbpedia.org/resource/Ålesund,62.4778,6.19028,1972.0
4172,http://dbpedia.org/resource/Kevin_Mahogany,Kevin Mahogany,"Kevin Bryant Mahogany (July 30, 1958 – December 17, 2017) was an American jazz vocalist who became prominent in the 1990s. He was known for his scat singing, and his singing style has been compared with jazz singers Billy Eckstine, Joe Williams and Johnny Hartman.","Kevin Bryant Mahogany (July 30, 1958 – December 17, 2017) was an American jazz vocalist who became prominent in the 1990s. He was known for his scat singing, and his singing style has been compared with jazz singers Billy Eckstine, Joe Williams and Johnny Hartman.","Kansas City, Missouri, U.S.",39.0997,-94.5783,1958.0
4173,http://dbpedia.org/resource/Kevin_Olusola,Kevin Olusola,"Kevin Olusola (born October 5, 1988) is a Nigerian-American musician, beatboxer, cellist, rapper, record producer, singer, and songwriter. Olusola is best known as the beatboxer of the vocal band Pentatonix. After the group won NBC's The Sing-Off in 2011, they released five albums, which all charted in the top 5 of the Billboard 200 charts, have sold over 2 million records, and have amassed more than two billion views on their YouTube channel.","Kevin Olusola (born October 5, 1988) is a Nigerian-American musician, beatboxer, cellist, rapper, record producer, singer, and songwriter. Olusola is best known as the beatboxer of the vocal band Pentatonix. After the group won NBC's The Sing-Off in 2011, they released five albums, which all charted in the top 5 of the Billboard 200 charts, have sold over 2 million records, and have amassed more than two billion views on their YouTube channel. Olusola has also been identified as developing the art of ""celloboxing"" (playing cello and beatboxing simultaneously). His celloboxing version of Mark Summer's ""Julie-O"" went viral in April 2011, which led him to become involved with Pentatonix. Olusola has performed at classical musical festivals such as the Amsterdam Cello Biennale and the Kronberg Academy Festival, opened the TED Conference in Vancouver, and was chosen by Quincy Jones to represent him in concert at the 2012 Montreux Jazz Festival on the same program as Bobby McFerrin and Chick Corea. Olusola is fluent in Mandarin.","Owensboro, Kentucky, U.S.",37.7578,-87.1183,1988.0
4179,http://dbpedia.org/resource/Khan_Jamal,Khan Jamal,"Khan Jamal (born July 23, 1946, Jacksonville, Florida) is an American jazz vibraphone and marimba player. Ron Wynn describes Jamal as ""a proficient soloist when playing free material, jazz-rock and fusion, hard bop, or bluesy fare.""","Khan Jamal (born July 23, 1946, Jacksonville, Florida) is an American jazz vibraphone and marimba player. Ron Wynn describes Jamal as ""a proficient soloist when playing free material, jazz-rock and fusion, hard bop, or bluesy fare."" Jamal began playing vibraphone during the mid-1960s. Later in the decade, he joined Cosmic Forces, then co-founded Sounds of Liberation with Byard Lancaster during the early 1970s. During the 1970s, Jamal studied at Combs College of Music and joined Sunny Murray's group Untouchable Factor. In addition to leading his own groups, Jamal has performed with Ronald Shannon Jackson's Decoding Society, Joe Bonner, Billy Bang, Charles Tyler and others.",http://dbpedia.org/resource/United_States,40.0,-100.0,1946.0
4188,http://dbpedia.org/resource/Kid_Ory,Kid Ory,"Edward ""Kid"" Ory (December 25, 1886 – January 23, 1973) was a Louisiana French-speaking jazz trombonist and bandleader. He was born on Woodland Plantation, near LaPlace, Louisiana.","Edward ""Kid"" Ory (December 25, 1886 – January 23, 1973) was a Louisiana French-speaking jazz trombonist and bandleader. He was born on Woodland Plantation, near LaPlace, Louisiana.","LaPlace, Louisiana, U.S.",30.075,-90.485,1886.0
4189,http://dbpedia.org/resource/Kidd_Jordan,Kidd Jordan,"Edward ""Kidd"" Jordan (born May 5, 1935) is an American jazz saxophonist and music educator from New Orleans, Louisiana. After completing a music degree at Southern University in Baton Rouge, he relocated to New Orleans. He taught at Southern University at New Orleans from 1974 to 2006.","Edward ""Kidd"" Jordan (born May 5, 1935) is an American jazz saxophonist and music educator from New Orleans, Louisiana. After completing a music degree at Southern University in Baton Rouge, he relocated to New Orleans. He taught at Southern University at New Orleans from 1974 to 2006.",http://dbpedia.org/resource/United_States,40.0,-100.0,1935.0
4198,http://dbpedia.org/resource/Kim_Dong-ryul,Kim Dong-ryul,"Kim Dong-ryul (Korean: 김동률; born March 15, 1974) is a South Korean pop singer-songwriter. He composes, arranges, writes lyrics, produces, and performs his own music. He has been active since 1993.","Kim Dong-ryul (Korean: 김동률; born March 15, 1974) is a South Korean pop singer-songwriter. He composes, arranges, writes lyrics, produces, and performs his own music. He has been active since 1993.",http://dbpedia.org/resource/South_Korea,36.0,128.0,1974.0
4208,http://dbpedia.org/resource/Kim_Johannesen_(musician),Kim Johannesen,"Kim Johannesen (born 22 August 1985 in Bærum, Norway) is a Norwegian Jazz musician (guitar) and improviser living in Oslo.","Kim Johannesen (born 22 August 1985 in Bærum, Norway) is a Norwegian Jazz musician (guitar) and improviser living in Oslo.",http://dbpedia.org/resource/Akershus,60.0,11.0,1985.0
4212,http://dbpedia.org/resource/Kim_Ofstad,Kim Ofstad,"Kim Ofstad (born 25 November 1969 in Trondheim, Norway) is a Norwegian drummer. He is best known from collaborations in the pop/soul band D'Sound where he was a member from its inception in 1993 to 2010 and his work with the production team Element.","Kim Ofstad (born 25 November 1969 in Trondheim, Norway) is a Norwegian drummer. He is best known from collaborations in the pop/soul band D'Sound where he was a member from its inception in 1993 to 2010 and his work with the production team Element.",http://dbpedia.org/resource/Trondheim,63.4297,10.3933,1969.0
4216,http://dbpedia.org/resource/Kim_Plainfield,Kim Plainfield,"Kim Plainfield (March 24, 1954 – April 8, 2017) was an American jazz drummer and author who has performed with Bill Connors and Pointer Sisters, among others.","Kim Plainfield (March 24, 1954 – April 8, 2017) was an American jazz drummer and author who has performed with Bill Connors and Pointer Sisters, among others.","Berkeley, California, U.S.",37.8717,-122.273,1954.0
4217,http://dbpedia.org/resource/Kim-Erik_Pedersen,Kim-Erik Pedersen,"Kim-Erik Pedersen (born 26 April 1987 in Hamar, Norway) is a Norwegian artist and jazz musician (saxophone), known from bands like Jon Eberson / Kim-Erik Pedersen Quartet, Eberson Funk Ensemble, Andrea Rydin Berge Quintet and Anja Eline Skybakmoen.","Kim-Erik Pedersen (born 26 April 1987 in Hamar, Norway) is a Norwegian artist and jazz musician (saxophone), known from bands like Jon Eberson / Kim-Erik Pedersen Quartet, Eberson Funk Ensemble, Andrea Rydin Berge Quintet and Anja Eline Skybakmoen.",http://dbpedia.org/resource/Hamar,60.7992,11.0561,1987.0
4221,http://dbpedia.org/resource/Kimiko_Itoh,Kimiko Itoh,"Kimiko Itō or Kimiko Itoh (伊藤 君子, Itō Kimiko, born July 11, 1946) is a Japanese jazz singer. She was born on the island of Shōdoshima in Kagawa Prefecture, Japan. After graduating from Musashino Art University with a degree in oil painting, she studied under . In 1982, she made her debut with her first jazz album, ""Birdland"". In 1989, she released the album ""フォロー・ミー(FOLLOW ME)"" simultaneously in Japan and the United States. It ranked 16th in the Radio & Records Contemporary Jazz charts. Swing Journal (スイングジャーナル) voted Kimiko Number 1 female vocalist in 1988–1996.","Kimiko Itō or Kimiko Itoh (伊藤 君子, Itō Kimiko, born July 11, 1946) is a Japanese jazz singer. She was born on the island of Shōdoshima in Kagawa Prefecture, Japan. After graduating from Musashino Art University with a degree in oil painting, she studied under . In 1982, she made her debut with her first jazz album, ""Birdland"". In 1989, she released the album ""フォロー・ミー(FOLLOW ME)"" simultaneously in Japan and the United States. It ranked 16th in the Radio & Records Contemporary Jazz charts. Swing Journal (スイングジャーナル) voted Kimiko Number 1 female vocalist in 1988–1996. In 2004, her cover of the song ""River of Crystals"" from her album ""Follow Me"" was featured in the Mamoru Oshii-directed film Ghost in the Shell: Innocence.","Kagawa Prefecture, Japan",34.2667,133.95,1946.0
4222,http://dbpedia.org/resource/Kimiko_Kasai,Kimiko Kasai,"Kimiko Kasai (笠井 紀美子, Kasai Kimiko) (born December 15, 1945 in Kyoto, Japan) is a retired Japanese jazz singer.","Kimiko Kasai (笠井 紀美子, Kasai Kimiko) (born December 15, 1945 in Kyoto, Japan) is a retired Japanese jazz singer.","Kyoto, Japan",35.0117,135.768,1945.0
4223,http://dbpedia.org/resource/Kinan_Azmeh,Kinan Azmeh,"Kinan Azmeh (Arabic: كنان العظمة‎, romanized: Kinān Azme, born June 10, 1976 in Damascus), is a Syrian clarinet player and composer of contemporary music. Performing with orchestras such as the New York Philharmonic, the Seattle Symphony, the Bavarian Radio Symphony Orchestra, the West-Eastern Divan Orchestra, or the Syrian Symphony Orchestra, he has played both as a soloist of classical works as well as of contemporary compositions.","Kinan Azmeh (Arabic: كنان العظمة‎, romanized: Kinān Azme, born June 10, 1976 in Damascus), is a Syrian clarinet player and composer of contemporary music. Performing with orchestras such as the New York Philharmonic, the Seattle Symphony, the Bavarian Radio Symphony Orchestra, the West-Eastern Divan Orchestra, or the Syrian Symphony Orchestra, he has played both as a soloist of classical works as well as of contemporary compositions.",http://dbpedia.org/resource/Damascus,33.5131,36.2919,1976.0
4233,http://dbpedia.org/resource/King_Curtis,King Curtis,"Curtis Ousley (born Curtis Montgomery; February 7, 1934 – August 13, 1971), who performed under the stage name King Curtis, was an American saxophonist known for rhythm and blues, rock and roll, soul, blues, funk and soul jazz. Variously a bandleader, band member, and session musician, he was also a musical director and record producer. Adept at tenor, alto, and soprano saxophone, he played riffs and solos on such hit singles as ""Respect"" by Aretha Franklin, and ""Yakety Yak"" by The Coasters (the latter of which later became the inspiration for Boots Randolph's ""Yakety Sax"") and his own ""Memphis Soul Stew"".","Curtis Ousley (born Curtis Montgomery; February 7, 1934 – August 13, 1971), who performed under the stage name King Curtis, was an American saxophonist known for rhythm and blues, rock and roll, soul, blues, funk and soul jazz. Variously a bandleader, band member, and session musician, he was also a musical director and record producer. Adept at tenor, alto, and soprano saxophone, he played riffs and solos on such hit singles as ""Respect"" by Aretha Franklin, and ""Yakety Yak"" by The Coasters (the latter of which later became the inspiration for Boots Randolph's ""Yakety Sax"") and his own ""Memphis Soul Stew"".","http://dbpedia.org/resource/Fort_Worth,_Texas",32.0897,-97.3333,1934.0
4238,http://dbpedia.org/resource/King_Kolax,King Kolax,"King Kolax (born William Little, November 6, 1912 – December 18, 1991) was an American jazz trumpeter and bandleader.","King Kolax (born William Little, November 6, 1912 – December 18, 1991) was an American jazz trumpeter and bandleader.","Kansas City, Missouri, U.S.",39.0997,-94.5783,1912.0
4239,http://dbpedia.org/resource/King_Oliver,King Oliver,"Joseph Nathan ""King"" Oliver (December 19, 1881 – April 10, 1938) was an American jazz cornet player and bandleader. He was particularly recognized for his playing style and his pioneering use of mutes in jazz. Also a notable composer, he wrote many tunes still played today, including ""Dippermouth Blues"", ""Sweet Like This"", ""Canal Street Blues"", and ""Doctor Jazz"". He was the mentor and teacher of Louis Armstrong. His influence was such that Armstrong claimed, ""if it had not been for Joe Oliver, Jazz would not be what it is today.""","Joseph Nathan ""King"" Oliver (December 19, 1881 – April 10, 1938) was an American jazz cornet player and bandleader. He was particularly recognized for his playing style and his pioneering use of mutes in jazz. Also a notable composer, he wrote many tunes still played today, including ""Dippermouth Blues"", ""Sweet Like This"", ""Canal Street Blues"", and ""Doctor Jazz"". He was the mentor and teacher of Louis Armstrong. His influence was such that Armstrong claimed, ""if it had not been for Joe Oliver, Jazz would not be what it is today.""","Aben, Louisiana, U.S.",30.1081,-90.9428,1881.0
4240,http://dbpedia.org/resource/King_Pleasure,King Pleasure,"King Pleasure (March 24, 1922 – March 21, 1982) was a jazz vocalist and an early master of vocalese, where a singer sings words to a famous instrumental solo.","King Pleasure (March 24, 1922 – March 21, 1982) was a jazz vocalist and an early master of vocalese, where a singer sings words to a famous instrumental solo.","Oakdale, Tennessee, United States",35.985,-84.5569,1922.0
4241,http://dbpedia.org/resource/Kirsti_Huke,Kirsti Huke,"Kirsti Huke (born 6 March 1977 in Melhus, Norway) is a Norwegian singer, and composer, she was best recognized as lead singer for Norwegian doom metal/experimental band The 3rd and the Mortal in the final line-up. She is also known from collaborations with musicians such as Egil Kapstad, Erlend Skomsvoll, Tore Brunborg, Ola Kvernberg, Vigleik Storaas, Håvard Wiik, Håkon Mjåset Johansen, Erik Nylander and Steinar Raknes. She is the younger sister of the author .","Kirsti Huke (born 6 March 1977 in Melhus, Norway) is a Norwegian singer, and composer, she was best recognized as lead singer for Norwegian doom metal/experimental band The 3rd and the Mortal in the final line-up. She is also known from collaborations with musicians such as Egil Kapstad, Erlend Skomsvoll, Tore Brunborg, Ola Kvernberg, Vigleik Storaas, Håvard Wiik, Håkon Mjåset Johansen, Erik Nylander and Steinar Raknes. She is the younger sister of the author .",http://dbpedia.org/resource/Sør-Trøndelag,63.1667,10.3333,1977.0
4245,http://dbpedia.org/resource/Kit_McClure,Kit McClure,"Kit McClure (1951- ) is a jazz musician, bandleader of the all-female big band Kit McClure Band and founder of the . In 2004, she started a project to revive interest in the all-female big band, International Sweethearts of Rhythm. She has been a featured player with the Barry White Orchestra and toured with Sam & Dave.","Kit McClure (1951- ) is a jazz musician, bandleader of the all-female big band Kit McClure Band and founder of the . In 2004, she started a project to revive interest in the all-female big band, International Sweethearts of Rhythm. She has been a featured player with the Barry White Orchestra and toured with Sam & Dave.","http://dbpedia.org/resource/Little_Falls,_New_Jersey",40.8756,-74.2174,1951.0
4246,http://dbpedia.org/resource/Kitten_Kuroi,Kitten Kuroi,"Aisha Humphrey, known professionally as Kitten Kuroi, is an American singer. She is known for her work as a background vocalist for Elvis Costello. Kuroi performed with Costello on his 2018 Look Now album  which won a Grammy for Best Traditional Pop Vocal Albumduring the 62nd Grammy Awards. Kuroi graduated from California State University, Fullerton and previously wrote for mxdwn.com. She is a vegan and was featured in the documentary short ""Vegan Noir: Black Vegans in Los Angeles"".","Aisha Humphrey, known professionally as Kitten Kuroi, is an American singer. She is known for her work as a background vocalist for Elvis Costello. Kuroi performed with Costello on his 2018 Look Now album  which won a Grammy for Best Traditional Pop Vocal Albumduring the 62nd Grammy Awards. Kuroi has also performed with other artists including Engelbert Humperdinck, Scotty Grand,Natasha Bedingfield, and Theo Parrish (appearing as featured vocalist on his 2017 single, ""Ghetto Proposal pt 1""). She was featured on the ""A Proposal With a Twist"" episode of the Oprah Winfrey Network's show ""Real Life: The Musical"". Kuroi graduated from California State University, Fullerton and previously wrote for mxdwn.com. She is a vegan and was featured in the documentary short ""Vegan Noir: Black Vegans in Los Angeles"".","Inglewood, California, U.S.",33.9575,-118.346,1980.0
4247,http://dbpedia.org/resource/Kitty_Margolis,Kitty Margolis,"Kitty Margolis (born November 7, 1955 in San Mateo, California) is an American jazz singer who founded Mad Kat Records with vocalist Madeline Eastman. She won the Talent Deserving Wider Recognition award in the critics' poll at Down Beat magazine in 1993, 1995, and 1997. Her debut album, Evolution (1993), featured Joe Henderson, and Joe Louis Walker, while her followup, Straight Up With a Twist (1997) had appearances by Charles Brown and Roy Hargrove. These were followed by Left Coast Life (2001) and Heart & Soul: Live in San Francisco (2004).","Kitty Margolis (born November 7, 1955 in San Mateo, California) is an American jazz singer who founded Mad Kat Records with vocalist Madeline Eastman. She won the Talent Deserving Wider Recognition award in the critics' poll at Down Beat magazine in 1993, 1995, and 1997. Her debut album, Evolution (1993), featured Joe Henderson, and Joe Louis Walker, while her followup, Straight Up With a Twist (1997) had appearances by Charles Brown and Roy Hargrove. These were followed by Left Coast Life (2001) and Heart & Soul: Live in San Francisco (2004).","San Mateo, California, U.S.",37.5542,-122.313,1955.0
